Organism_name	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin	Prothionamide	Ethionamide	URL
SAMEA2533879	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533421	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534518	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535205	R	R	R	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533453	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533948	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535161	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534792	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534879	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533889	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534796	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535263	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534176	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534844	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534717	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534467	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534247	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535255	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534867	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535359	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533383	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533989	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534845	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534097	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533486	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534886	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533512	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533375	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533597	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534941	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533614	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534719	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533974	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535131	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534213	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534482	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533842	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534032	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534912	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534255	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534674	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535137	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534551	R	R	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534862	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534420	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534336	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534616	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535028	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535297	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533555	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534480	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534706	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535056	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533656	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535202	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534617	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534530	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533785	R	R	R	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535243	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533730	R	R	S	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534052	R	R	R	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533996	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534744	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533485	R	R	R	S	R	No result	No result	S	R	R	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534084	R	R	S	S	R	No result	No result	S	S	S	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533591	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534920	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534026	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533721	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533417	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534961	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534061	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533888	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534413	R	R	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533840	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535294	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534267	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535149	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534748	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535319	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2534313	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2533788	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2535358	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
